identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
919,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0014400000218302011,C1C(CO1)NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.0005280000041238964,CC(=O)NC1=CC(=C(C=C1C2CC2)F)N,0.0004799999878741801,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C)C(C)C,9.600000339560211e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],4.8000001697801054e-05,MOLE,CATALYST,140.0,"dioxane (4 mL) was adde to the mixture of N-(5-amino-2-cyclopropyl-4-fluorophenyl)acetamide (100 mg, 0.48 mmol), 5-chloro-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (132 mg, 0.53 mmol),cesium carbonate (469 mg, 1.44 mmol), Pd2(dba)3 (44.0 mg, 0.05 mmol), di-tert-butyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (40.8 mg, 0.10 mmol) in 5 ml microwave vial. N2 flow was bubbled through for 3 mins. Then the reaction solution was sealed with cap, degassed and refilled with argon 3 times. The resulting solution was heated at 140°C for 40 mins in microwave. LC/MS showed desired product as major peak. After the crude solution was concentrated, the crude residue was purified by chromatography (100% EtOAc to 3% MeOH in EtOAc). N-(5-(3-cyano-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidin-5-ylamino)-2-cyclopropyl-4-fluorophenyl)acetamide (48.4 mg, 23.91 %) was obtained.  ",CC(=O)NC1=CC(=C(C=C1C2CC2)F)NC3=NC4=C(C=NN4C(=C3)NC5COC5)C#N,23.90999984741211,10/22/2009,ord-7d21d2aa9b9646bf85b8f593faa79359,SMILES,C1COCCO1,0.004000000189989805,LITER,SOLVENT,False,False,False,False
920,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0006009999779053032,C1C(CO1)NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.00019999999494757503,CC(=O)NC1=CC(=C(C=C1C2CC2)F)N,0.00026000000070780516,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C)C(C)C,4.0099999750964344e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],1.9999999494757503e-05,MOLE,CATALYST,130.0,"The mixture of N-(5-amino-2-cyclopropyl-4-fluorophenyl)acetamide (54.2 mg, 0.26 mmol), 5-chloro-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (50.0 mg, 0.20 mmol), cesium carbonate (196 mg, 0.60 mmol), Pd2(dba)3 (18.34 mg, 0.02 mmol) and di-tert-butyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (17.01 mg, 0.04 mmol) sealed with microwave vial was degassed and refilled with argon 3 times. Then the degassed dioxane (4 mL) was added. The resulting solution was heated at 130°C for 30 mins in microwave. After removed all the solvents, the crude residue was purified by chromatography (100% EtOAc to 3% MeOH in EtOAc). N-(5-(3-cyano-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidin-5-ylamino)-2-cyclopropyl-4-fluorophenyl)acetamide (10.00 mg, 11.85 %) was obtained.  ",CC(=O)NC1=CC(=C(C=C1C2CC2)F)NC3=NC4=C(C=NN4C(=C3)NC5COC5)C#N,11.850000381469727,10/19/2009,ord-f2ae1a21bc9f45a9af6696711f426a7c,SMILES,C1COCCO1,0.004000000189989805,LITER,SOLVENT,False,False,False,False
921,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0015999999595806003,C1C(CO1)NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.0008009999874047935,CC(=O)NC1=CC(=C(C=C1C2CC2)F)N,0.0008009999874047935,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C)C(C)C,8.009999874047935e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],4.0099999750964344e-05,MOLE,CATALYST,145.0,"In a microwave tube, was Cs2CO3 (0.522 g, 1.60 mmol), N-(5-amino-2-cyclopropyl-4-fluorophenyl)acetamide (0.167 g, 0.80 mmol), Pd2dba3 (0.037 g, 0.04 mmol),5-chloro-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (0.200 g, 0.80 mmol),di-tert- butyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (0.034 g, 0.08 mmol). anhydrous DMA (1.0 mL) was added. The resulting mixture was bubbled through N2. Then the tube was capped.  under microwave 145C for 25min.  LCMS showed product and byproduct mass, did not showed SM  The mixture was filtered through celite. The resulting black solution was concentrated to dryness by rotavapor. The crude product was purified by ISCO (40g, Hex to EtOAc:HEx=1;2 to 1;1 to EtOAcO) to give product (offwhite solid). HPLC showed some impurity. This offwhite solid was washed with warm EtOAc (1mL) to giveN-(5-(3-cyano-7-(oxetan-3-ylamino)pyrazolo[1,5-a]pyrimidin-5-ylamino)-2-cyclopropyl-4-fluorophenyl)acetamide (0.012 g, 3.55 %) LCMS and NMR were OK, see attachment.  ",CC(=O)NC1=CC(=C(C=C1C2CC2)F)NC3=NC4=C(C=NN4C(=C3)NC5COC5)C#N,3.549999952316284,09/30/2009,ord-bfef1bef76ff43f7a429af888b0d1628,SMILES,CC(=O)N(C)C,0.0010000000474974513,LITER,SOLVENT,False,False,False,False
922,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.17399999499320984,C1=CC(=NC(=C1)Br)C(=O)O,0.05790000036358833,CC1=CSC(=N1)N,0.05790000036358833,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0.005789999850094318,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.001449999981559813,MOLE,CATALYST,110.0,"_The aim of this reaction is to synthesize material to check some ideas for route development and see if 'normal' Buchwald conditions is applicable here. IPC.s were taken and the reaction was monitored either by LCMS or HNMR (a crude sample dissolved in DMSO)._  19/11-2015  14:00  A dried 250 mL rb-flask under nitrogen atmosphere was charged with 4-methylthiazol-2-amine (C0033995, BT250061) (6.61 g, 57.92 mmol), 6-bromopicolinic acid (C0013377, BT249846) (11.7 g, 57.92 mmol), TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (C0007769, BT234652) (1.326 g, 1.45 mmol), dicyclohexyl(2',4',6'-triisopropyl-[1,1'-biphenyl]-2-yl)phosphane (C0018897, BT153355) (2.76 g, 5.79 mmol), SODIUM T-BUTOXIDE (C0006296, BT235115) (16.70 g, 173.76 mmol), Toluene (193 ml) was added and the suspension was heated and stirred at reflux (110 °C).  Start heating 14:30 -  IPC was taken after 18 h **IPC1 LCMS** , seems difficult to identify if any of the desired product was formed.  Made an aqueous wash between citric acid/water and ethyl acetate, tedious separation, analysed the two phases IPC2 LCMS but still impossible to identify any product neither in the organic phase IPC3 LCMS.  **No evidence of product formation.**  The phases were discarded and the reaction judged as failed  ",CC1=CSC(=N1)NC2=CC=CC(=N2)C(=O)O,0.0,11/19/2015,ord-72695457b0814d8bbec66d3f30d9e87c,SMILES,CC1=CC=CC=C1,0.19300000369548798,LITER,SOLVENT,False,False,False,False
925,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.005679999943822622,C1=CC(=NC(=C1)Cl)C(F)(F)F,0.004739999771118164,CC(C)(C)OC(=O)N1CCNCC1,0.004739999771118164,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00047400000039488077,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.00023700000019744039,MOLE,CATALYST,105.0,"A 20 mL microwave vial was charged with 2-chloro-6-(trifluoromethyl)pyridine (860 mg, 4.74 mmol), rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (295 mg, 0.47 mmol), Sodium tert-butoxide (546 mg, 5.68 mmol), tert-butyl piperazine-1-carboxylate (882 mg, 4.74 mmol) and a mixture of toluene (25 mL) and DMF (5 mL). The reaction mixture was degassed for 10 minutes with nitrogen, and then Tris(dibenzylideneacetone)dipalladium(0) (217 mg, 0.24 mmol) was added. The reaction mixture was stirred at 105°C in an oil bath 12h. The solution was diluted with EtOAc and washed with saturated NaHCO3 solution, brine, dried over anhydrous Na2SO4, filtered and concentrated under reduced pressure. The crude material was loaded on a 80g silica gel column and purified on a Teledyne Isco instrument, eluting with 0% to 100% ethyl acetate in heptane to provide tert-butyl 4-(6-(trifluoromethyl)pyridin-2-yl)piperazine-1-carboxylate (811 mg, 51.7 %) as a solid.  ",CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC(=N2)C(F)(F)F,51.68000030517578,09/08/2010,ord-7e7ab408c09a4157a27808089c5163bc,SMILES,CC1=CC=CC=C1,0.029999999329447746,LITER,SOLVENT,False,False,False,False
926,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0005680000176653266,C1=CC(=NC(=C1)Cl)C(F)(F)F,0.00047400000039488077,CC(C)(C)OC(=O)N1CCNCC1,0.00047400000039488077,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,4.740000076708384e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.370000038354192e-05,MOLE,CATALYST,105.0,"A 2.0-5.0 mL microwave vial was charged with 2-chloro-6-(trifluoromethyl)pyridine (86 mg, 0.47 mmol), rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (29.5 mg, 0.05 mmol), Sodium tert-butoxide (54.6 mg, 0.57 mmol), tert-butyl piperazine-1-carboxylate (88 mg, 0.47 mmol) and a mixture of toluene (2.5 mL) and DMF (.5 mL). The reaction mixture was degassed for 10 minutes with nitrogen, and then Tris(dibenzylideneacetone)dipalladium(0) (21.69 mg, 0.02 mmol) was added. The reaction mixture was stirred at 105°C in an oil bath 12h. The solution was diluted with EtOAc and washed with saturated NaHCO3 solution, brine, dried over anhydrous Na2SO4, filtered and concentrated under reduced pressure. The crude material was loaded on a 24g silica gel column and purified on a Teledyne Isco instrument, eluting with 0% to 100% ethyl acetate in heptane to provide tert-butyl 4-(6-(trifluoromethyl)pyridin-2-yl)piperazine-1-carboxylate (72.8 mg, 46.4 %) as a solid.  ",CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC(=N2)C(F)(F)F,46.380001068115234,09/07/2010,ord-a2881fa75a3a4ea0adb4ff5901bc0b55,SMILES,CC1=CC=CC=C1,0.003000000026077032,LITER,SOLVENT,False,False,False,False
927,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0013500000350177288,COC1=C(C=CC(=C1)Br)Cl,0.0010600000387057662,CC(C)(C)OC(=O)N1CC2CNCC2C1,0.0009660000214353204,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,4.830000034417026e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],4.830000034417026e-05,MOLE,CATALYST,90.0,"A mixture of tert-butyl hexahydropyrrolo[3,4-c]pyrrole-2(1H)-carboxylate (205 mg, 0.97 mmol), 5-Bromo-2-chloroanisole (235 mg, 1.06 mmol), Sodium tert- butoxide (130 mg, 1.35 mmol), rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (30.1 mg, 0.05 mmol) and Tris(dibenzylideneacetone)dipalladium(0) (44.2 mg, 0.05 mmol) in toluene (10 mL) under a nitrogen atmosphere was stirred at 90 °C for 12h. The solution was washed with saturated NaHCO3 solution, brine, dried over sodium sulfate, filtered and concentrated under reduced pressure. The crude material was loaded on a 24g silica gel column and purified on a Teledyne Isco instrument, eluting with 20% to 40% ethyl acetate in heptane to provide tert-butyl 5-(4-chloro-3-methoxyphenyl)hexahydropyrrolo[3,4-c]pyrrole-2(1H)-carboxylate (220 mg, 64.6 %) as a solid. Used directly for the next step.  MS m/z 353.3 [M+H]+ (ESI)    ",CC(C)(C)OC(=O)N1CC2CN(CC2C1)C3=CC(=C(C=C3)Cl)OC,64.56999969482422,07/05/2010,ord-b0d4d24d68264e0ba39e9d5692455d36,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
928,1.3.3 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.00037200000951997936,COC1=C(C=CC(=C1)Cl)I,0.00018600000475998968,CN1CCNCC1,0.00018600000475998968,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,1.8599999748403206e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.8599999748403206e-05,MOLE,CATALYST,80.0,"1-methylpiperazine (0.021 mL, 0.19 mmol) was added to 4-chloro-1-iodo-2-methoxybenzene (50 mg, 0.19 mmol) and sodium 2-methylpropan-2-olate (35.8 mg, 0.37 mmol) in toluene (0.650 mL) and the solution degassed. rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (11.60 mg, 0.02 mmol) and Palladium II acetate (4.18 mg, 0.02 mmol) were added to the resulting mixture and the vial stirred at 80 °C for 17 hours. LCMS revelead product peak, but not great. Product not isolated.  ",CN1CCN(CC1)C2=C(C=C(C=C2)Cl)OC,0.0,08/05/2016,ord-a9eb8bf838c248b3ad5908714b48274f,SMILES,CC1=CC=CC=C1,0.0006500000017695129,LITER,SOLVENT,False,False,False,False
929,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.002099999925121665,C1COCC(=O)N1C2=NC(=CC=C2)Br,0.0017500000540167093,CC1=CSC(=N1)N,0.0017500000540167093,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00014000000373926014,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],7.01000026310794e-05,MOLE,CATALYST,115.0,"**_September 24 2015_**  4-methylthiazol-2-amine (200 mg, 1.75 mmol), 4-(6-bromopyridin-2-yl)morpholin-3-one (450 mg, 1.75 mmol), 4-(6-bromopyridin-2-yl)morpholin-3-one (450 mg, 1.75 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (81 mg, 0.14 mmol) and cesium carbonate (685 mg, 2.10 mmol) in toluene (15 mL) and DMF (1)were microwaved at 115 °C under N2 for one hour.  _(Note: Initially, DMF was not added as co-solvent, the microwave instrument was repeatly failed to reach the temperature, and shut down ar 100 °C.  It was due to the low thremal absorbance of toluene. Therefore, DMF was added to improve this situation.)_  LCMS showed no precursors and 87% of the desired mass MH+291 @ 0.87 min on a 2-min basic run. The reaction was cooled to RT.  **_September 25 2015_**  The reaction mixture was diluted with EtOAc, washed with water, filtered, and evaporated to give a brown solid as the crude product.  The crude product was added to a silica gel column, and was eluted with 20-100%EtOAc in Heptane. Collected fractions. Based on TLC and LCMS, most product fractions contained a non-MS-ionization unknown, were combined, and evpoarated to give an orange-yellow solid.  The orange-yellow solid was reloaded to a silica gel column and was eluted with 20-100%EtOAc in Heptane . Collected fractions .  **_September 28 2015_**  Based on TLC and LCMS, the product fractions were combined, and evpoarated to give a pale-yellow solid.  Based on LCMS, it was 93% pure; based on NMR, it was 94~95% pure.  ",CC1=CSC(=N1)NC2=NC(=CC=C2)N3CCOCC3=O,80.0199966430664,09/23/2015,ord-4ad2f7e2a41645bd9dba54aaef4fa989,SMILES,CC1=CC=CC=C1,0.014999999664723873,LITER,SOLVENT,False,False,False,False
930,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0006830000202171504,C1COCC(=O)N1C2=NC(=CC=C2)Br,0.00056900002527982,CC1=CSC(=N1)N,0.00056900002527982,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,4.5500000851461664e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],2.28000008064555e-05,MOLE,CATALYST,120.0,"**_September 16 2015_**  4-methylthiazol-2-amine (65 mg, 0.57 mmol), 4-(6-bromopyridin-2-yl)morpholin-3-one (146 mg, 0.57 mmol), 4-(6-bromopyridin-2-yl)morpholin-3-one (146 mg, 0.57 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (26.4 mg, 0.05 mmol) and cesium carbonate (223 mg, 0.68 mmol) in toluene (5 mL) were microwaved at 120 °C under N2 for one hour.  LCMS showed no precursors and 68% of the desired mass MH+291 @ 0.87 min on a 2-min basic run.  The reaction mixture was diluted with EtOAc, washed with water, filtered, and evaporated to give a brown solid as the crude product.  **_September  17 2015_**  The crude product was added to a Biotage column, and was eluted with 0-10% ammoniated MeOH in DCM. Collected fractions.  Based on TLC and LCMS, the product fractions were combined, and evpoarated to give an orange-brown solid (150 mg). Based on LCMS, it was only 89% pure.  The orange-brown solid was loaded on a Grace column, and eluted with 20-100%EtOAc in Heptane. Collected fractions. (Note: the solubility of the orange-brown solid was not good, and about 12 mL CH2Cl2 was used to dissolved everything)  Based on TLC and LCMS, the product fractions were combined, and evpoarated to give an off-white solid (110 mg). Based on LCMS, it was 100% pure; based on M;R, it was > 95% pure.  ",CC1=CSC(=N1)NC2=NC(=CC=C2)N3CCOCC3=O,66.55000305175781,09/15/2015,ord-3571e003ae98463b83eba103dff01204,SMILES,CC1=CC=CC=C1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
931,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.013399999588727951,C1=C(C=NN=C1Cl)Cl,0.006709999870508909,CC(C)(C)OC(=O)N,0.03359999880194664,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0010100000072270632,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0020099999383091927,MOLE,CATALYST,80.0,"**_April 15 2016_**  3,5-dichloropyridazine (1 g, 6.71 mmol), tert-butyl carbamate (3.93 g, 33.56 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphane) (0.583 g, 1.01 mmol), PdOAc2 (0.452 g, 2.01 mmol) and CS2CO3 (4.37 g, 13.43 mmol) in 1,4-dioxane (20 mL) was degassed through recharged with nitrogen, and was heated at 80 °C overnight.  **_April 18 2016_**  LCMS showed 23% of the precursor @ 0.55 min (no mass ionization) left on a 2-min basic run. GCMS showed no precursor and 94% of an unknown @ 6.90 min (whihc might be the desired product but not ionizable) on a 10-min run.  The reaction was cooled to RT. The crude mixture was concentrated to givr a dark-brown gum. The dark-brown gum was dissolved in EtOAc, washed with water, and evaporated to give a brown solid. The brown solid was passed through a 10 g SiO2 flash column eluting with EtOAc, collected all of the eluent, and then evaporated to give a brown solid as the crude. The crude would be used in EN08121-59 without purification, assuming 100% yield.  ",CC(C)(C)OC(=O)NC1=NN=CC(=C1)Cl,100.0,04/18/2016,ord-5053ba4582cb4771951a27c38d53fae2,SMILES,C1COCCO1,0.019999999552965164,LITER,SOLVENT,False,False,False,False
932,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.00430000014603138,C1=CC=C(C(=C1)Cl)Br,0.00430000014603138,C(CN)N,0.0215000007301569,CC1=CC=C(C=C1)P(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,0.0008609999786131084,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0004299999854993075,MOLE,CATALYST,140.0,"Ref: R2239  To a mixture of 1-bromo-2-chlorobenzene (0.824 g, 4.30 mmol), tri-p- tolylphosphine (0.262 g, 0.86 mmol), sodium 2-methylpropan-2-olate (0.414 g, 4.30 mmol), diacetoxypalladium (0.097 g, 0.43 mmol) in toluene (4 mL) was added ethane-1,2-diamine (1.293 g, 21.52 mmol). The mixture was heated with microwave at 140 °C for 1 h.  No product was formed.  ",C1=CC=C(C(=C1)NCCN)Cl,0.0,06/09/2014,ord-5911a740f60145b0bc355f2a886b772f,SMILES,CC1=CC=CC=C1,0.004000000189989805,LITER,SOLVENT,False,False,False,False
934,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[K+],0.002950000111013651,C1=CC2=C(C=C1Br)OC(O2)(F)F,0.0021100000012665987,C1CNCCN1,0.0021100000012665987,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.00011000000085914508,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],0.0001049999991664663,MOLE,CATALYST,90.0,"13-May-09 10:32:07 +0100  5-bromo-2,2-difluorobenzo[d][1,3]dioxole (0.500 g, 2.11 mmol), piperazine (0.182 g, 2.11 mmol) and BIS(TRI-T-BUTYLPHOSPHINE)PALLADIUM(0) (0.054 g, 0.11 mmol) and potassium 2-methylpropan-2-olate (0.349 g, 2.95 mmol) were suspended in dioxane (10vol) (10 mL) and heated to 90°C for 1 hour. LC-MS shows no starting material 52% product and 41% dimer. The reaction mixture was combined with EN02263-54 filtered and the crude product was purified by flash silica chromatography, elution gradient 0 to 10% MeOH in DCM. Pure fractions were evaporated to dryness to afford 1-(2,2-difluorobenzo[d][1,3]dioxol-5-yl)piperazine (0.259 g, 50.7 %) as a yellow oil.  ",C1CN(CCN1)C2=CC3=C(C=C2)OC(O3)(F)F,50.68000030517578,06/01/2009,ord-a6f7db18dd5949e09df857ba4df0f8b1,SMILES,C1COCCO1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
935,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.00012099999730708078,COC1=NC(=CC=C1)Br,0.002420000033453107,C/C=C(/C1=CC=C(C=C1)Cl)\N(C2=CC=C(C=C2)OC)C(=O)NC,0.0012100000167265534,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00012099999730708078,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],6.049999865354039e-05,MOLE,CATALYST,110.0,"(Z)-1-(1-(4-chlorophenyl)prop-1-enyl)-1-(4-methoxyphenyl)-3-methylurea (0.400 g, 1.21 mmol),2-bromo-6-methoxypyridine (0.292 ml, 2.42 mmol),SODIUM TERT- BUTOXIDE (0.349 g, 3.63 mmol),XANTPHOS (0.070 g, 0.12 mmol) and Pd2(dba)3 (0.055 g, 0.06 mmol) were dissolved intoluene (11.80 ml) and sparged under nitrogen for 1 hour. The resulting mixture was then heated to 110 °C for 48 hours or unitil conversion was complete by TLC. NH4Cl (10 mL) was added and the mixture was extracted twice (EtOAc 20 mL). The organic phases were combined, washed with brine (20 mL), dried (MgSO4) and the solvent removed under reduced pressure. The crude product was then purified by flash column chromatography to give (Z)-1-(1-(4-chlorophenyl)prop-1-enyl)-1-(4-methoxyphenyl)-3-(6-methoxypyridin-2-yl)-3-methylurea (0.381 g, 72.0 %)  ",C/C=C(/C1=CC=C(C=C1)Cl)\N(C2=CC=C(C=C2)OC)C(=O)N(C)C3=NC(=CC=C3)OC,71.94999694824219,03/22/2010,ord-055a4c71f284445f89aad15e03c56285,SMILES,CC1=CC=CC=C1,0.011800000444054604,LITER,SOLVENT,False,False,False,False
